t_s,theta1_rad,theta2_rad,omega1_rad_s,omega2_rad_s,energy_J,energy_drift_rel
1.528000e+01,-1.038060e+00,8.394365e-01,-1.277851e+00,-5.882587e+00,1.490359e-01,-3.634652e-08
1.529000e+01,-1.049595e+00,7.805404e-01,-1.028520e+00,-5.896788e+00,1.490359e-01,-3.628144e-08
1.530000e+01,-1.058619e+00,7.214943e-01,-7.755519e-01,-5.912915e+00,1.490359e-01,-3.618859e-08
1.531000e+01,-1.065095e+00,6.622689e-01,-5.192639e-01,-5.933006e+00,1.490359e-01,-3.606354e-08
1.532000e+01,-1.068993e+00,6.028139e-01,-2.597533e-01,-5.959184e+00,1.490359e-01,-3.590128e-08
1.533000e+01,-1.070279e+00,5.430574e-01,3.129724e-03,-5.993684e+00,1.490359e-01,-3.569591e-08
1.534000e+01,-1.068918e+00,4.829046e-01,2.698109e-01,-6.038879e+00,1.490359e-01,-3.544030e-08
1.535000e+01,-1.064868e+00,4.222357e-01,5.410233e-01,-6.097339e+00,1.490359e-01,-3.512668e-08
1.536000e+01,-1.058079e+00,3.609042e-01,8.178442e-01,-6.171884e+00,1.490359e-01,-3.474892e-08
1.537000e+01,-1.048488e+00,2.987339e-01,1.101736e+00,-6.265675e+00,1.490359e-01,-3.430699e-08
1.538000e+01,-1.036014e+00,2.355147e-01,1.394593e+00,-6.382295e+00,1.490359e-01,-3.381855e-08
1.539000e+01,-1.020558e+00,1.709982e-01,1.698784e+00,-6.525858e+00,1.490359e-01,-3.334470e-08
1.540000e+01,-1.001991e+00,1.048921e-01,2.017181e+00,-6.701084e+00,1.490359e-01,-3.304277e-08
1.541000e+01,-9.801559e-01,3.685331e-02,2.353117e+00,-6.913306e+00,1.490359e-01,-3.327111e-08
1.542000e+01,-9.548585e-01,-3.351657e-02,2.710195e+00,-7.168277e+00,1.490359e-01,-3.477379e-08
1.543000e+01,-9.258703e-01,-1.066732e-01,3.091732e+00,-7.471490e+00,1.490359e-01,-3.891630e-08
1.544000e+01,-8.929362e-01,-1.831194e-01,3.499423e+00,-7.826445e+00,1.490359e-01,-4.761880e-08
1.545000e+01,-8.558029e-01,-2.633682e-01,3.930479e+00,-8.230808e+00,1.490359e-01,-6.149567e-08
1.546000e+01,-8.142890e-01,-3.478512e-01,4.372226e+00,-8.669027e+00,1.490359e-01,-7.267446e-08
1.547000e+01,-7.684219e-01,-4.367324e-01,4.794068e+00,-9.101145e+00,1.490359e-01,-5.293100e-08
1.548000e+01,-7.186536e-01,-5.296132e-01,5.141503e+00,-9.454144e+00,1.490359e-01,2.950686e-08
1.549000e+01,-6.660709e-01,-6.252376e-01,5.345938e+00,-9.634782e+00,1.490360e-01,1.223556e-07
1.550000e+01,-6.123743e-01,-7.215096e-01,5.360688e+00,-9.578570e+00,1.490360e-01,1.045971e-07
1.551000e+01,-5.594590e-01,-8.160559e-01,5.196669e+00,-9.298823e+00,1.490359e-01,4.526770e-09
1.552000e+01,-5.088389e-01,-9.070039e-01,4.913434e+00,-8.874613e+00,1.490359e-01,-5.940754e-08
1.553000e+01,-4.613621e-01,-9.933652e-01,4.577868e+00,-8.394452e+00,1.490359e-01,-6.812329e-08
1.554000e+01,-4.172971e-01,-1.074913e+00,4.236840e+00,-7.919307e+00,1.490359e-01,-5.630951e-08
1.555000e+01,-3.765608e-01,-1.151872e+00,3.914678e+00,-7.479596e+00,1.490359e-01,-4.476633e-08
1.556000e+01,-3.389087e-01,-1.224659e+00,3.620733e+00,-7.085772e+00,1.490359e-01,-3.794583e-08
1.557000e+01,-3.040465e-01,-1.293742e+00,3.356561e+00,-6.738160e+00,1.490359e-01,-3.478676e-08
1.558000e+01,-2.716843e-01,-1.359564e+00,3.120298e+00,-6.432865e+00,1.490359e-01,-3.367750e-08
1.559000e+01,-2.415577e-01,-1.422523e+00,2.908900e+00,-6.164721e+00,1.490359e-01,-3.354766e-08
1.560000e+01,-2.134341e-01,-1.482965e+00,2.719153e+00,-5.928586e+00,1.490359e-01,-3.382346e-08
1.561000e+01,-1.871124e-01,-1.541186e+00,2.548085e+00,-5.719838e+00,1.490359e-01,-3.422806e-08
1.562000e+01,-1.624189e-01,-1.597439e+00,2.393099e+00,-5.534498e+00,1.490359e-01,-3.463920e-08
1.563000e+01,-1.392042e-01,-1.651942e+00,2.251988e+00,-5.369215e+00,1.490359e-01,-3.500938e-08
1.564000e+01,-1.173391e-01,-1.704881e+00,2.122894e+00,-5.221190e+00,1.490359e-01,-3.532499e-08
1.565000e+01,-9.671147e-02,-1.756416e+00,2.004263e+00,-5.088087e+00,1.490359e-01,-3.558697e-08
1.566000e+01,-7.722333e-02,-1.806686e+00,1.894796e+00,-4.967962e+00,1.490359e-01,-3.580168e-08
1.567000e+01,-5.878865e-02,-1.855813e+00,1.793405e+00,-4.859185e+00,1.490359e-01,-3.597658e-08
1.568000e+01,-4.133136e-02,-1.903903e+00,1.699177e+00,-4.760388e+00,1.490359e-01,-3.611892e-08
1.569000e+01,-2.478381e-02,-1.951050e+00,1.611340e+00,-4.670417e+00,1.490359e-01,-3.623496e-08
1.570000e+01,-9.085435e-03,-1.997337e+00,1.529243e+00,-4.588293e+00,1.490359e-01,-3.632979e-08
1.571000e+01,5.818313e-03,-2.042839e+00,1.452329e+00,-4.513185e+00,1.490359e-01,-3.640757e-08
1.572000e+01,1.997684e-02,-2.087622e+00,1.380125e+00,-4.444380e+00,1.490359e-01,-3.647179e-08
1.573000e+01,3.343515e-02,-2.131746e+00,1.312223e+00,-4.381270e+00,1.490359e-01,-3.652492e-08
1.574000e+01,4.623447e-02,-2.175265e+00,1.248272e+00,-4.323331e+00,1.490359e-01,-3.656925e-08
1.575000e+01,5.841275e-02,-2.218228e+00,1.187967e+00,-4.270111e+00,1.490359e-01,-3.660638e-08
1.576000e+01,7.000508e-02,-2.260681e+00,1.131042e+00,-4.221224e+00,1.490359e-01,-3.663769e-08
1.577000e+01,8.104408e-02,-2.302666e+00,1.077263e+00,-4.176336e+00,1.490359e-01,-3.666409e-08
1.578000e+01,9.156014e-02,-2.344221e+00,1.026424e+00,-4.135160e+00,1.490359e-01,-3.668670e-08
1.579000e+01,1.015817e-01,-2.385381e+00,9.783396e-01,-4.097453e+00,1.490359e-01,-3.670599e-08
1.580000e+01,1.111356e-01,-2.426180e+00,9.328463e-01,-4.063006e+00,1.490359e-01,-3.672249e-08
1.581000e+01,1.202468e-01,-2.466651e+00,8.897953e-01,-4.031643e+00,1.490359e-01,-3.673675e-08
1.582000e+01,1.289392e-01,-2.506823e+00,8.490523e-01,-4.003219e+00,1.490359e-01,-3.674905e-08
1.583000e+01,1.372351e-01,-2.546725e+00,8.104954e-01,-3.977611e+00,1.490359e-01,-3.675970e-08
1.584000e+01,1.451560e-01,-2.586384e+00,7.740146e-01,-3.954719e+00,1.490359e-01,-3.676904e-08
1.585000e+01,1.527220e-01,-2.625828e+00,7.395111e-01,-3.934460e+00,1.490359e-01,-3.677714e-08
1.586000e+01,1.599525e-01,-2.665082e+00,7.068975e-01,-3.916765e+00,1.490359e-01,-3.678411e-08
1.587000e+01,1.668660e-01,-2.704172e+00,6.760985e-01,-3.901577e+00,1.490359e-01,-3.679018e-08
1.588000e+01,1.734803e-01,-2.743122e+00,6.470519e-01,-3.888845e+00,1.490359e-01,-3.679539e-08
1.589000e+01,1.798127e-01,-2.781957e+00,6.197094e-01,-3.878521e+00,1.490359e-01,-3.679982e-08
1.590000e+01,1.858801e-01,-2.820700e+00,5.940374e-01,-3.870557e+00,1.490359e-01,-3.680353e-08
1.591000e+01,1.916990e-01,-2.859376e+00,5.700184e-01,-3.864905e+00,1.490359e-01,-3.680659e-08
1.592000e+01,1.972859e-01,-2.898006e+00,5.476506e-01,-3.861512e+00,1.490359e-01,-3.680908e-08
1.593000e+01,2.026575e-01,-2.936613e+00,5.269481e-01,-3.860319e+00,1.490359e-01,-3.681098e-08
1.594000e+01,2.078306e-01,-2.975219e+00,5.079400e-01,-3.861264e+00,1.490359e-01,-3.681231e-08
1.595000e+01,2.128221e-01,-3.013845e+00,4.906689e-01,-3.864283e+00,1.490359e-01,-3.681316e-08
1.596000e+01,2.176499e-01,-3.052512e+00,4.751892e-01,-3.869307e+00,1.490359e-01,-3.681349e-08
1.597000e+01,2.223321e-01,-3.091238e+00,4.615651e-01,-3.876271e+00,1.490359e-01,-3.681334e-08
1.598000e+01,2.268876e-01,-3.130043e+00,4.498680e-01,-3.885113e+00,1.490359e-01,-3.681273e-08
1.599000e+01,2.313361e-01,-3.168946e+00,4.401745e-01,-3.895775e+00,1.490359e-01,-3.681164e-08
1.600000e+01,2.356981e-01,-3.207965e+00,4.325645e-01,-3.908210e+00,1.490359e-01,-3.681007e-08
1.601000e+01,2.399946e-01,-3.247116e+00,4.271194e-01,-3.922381e+00,1.490359e-01,-3.680801e-08
1.602000e+01,2.442479e-01,-3.286418e+00,4.239209e-01,-3.938264e+00,1.490359e-01,-3.680544e-08
1.603000e+01,2.484808e-01,-3.325887e+00,4.230502e-01,-3.955849e+00,1.490359e-01,-3.680230e-08
1.604000e+01,2.527170e-01,-3.365541e+00,4.245882e-01,-3.975142e+00,1.490359e-01,-3.679851e-08
1.605000e+01,2.569809e-01,-3.405396e+00,4.286147e-01,-3.996165e+00,1.490359e-01,-3.679407e-08
1.606000e+01,2.612978e-01,-3.445470e+00,4.352096e-01,-4.018956e+00,1.490359e-01,-3.678889e-08
1.607000e+01,2.656939e-01,-3.485781e+00,4.444532e-01,-4.043570e+00,1.490359e-01,-3.678295e-08
1.608000e+01,2.701960e-01,-3.526348e+00,4.564272e-01,-4.070080e+00,1.490359e-01,-3.677606e-08
1.609000e+01,2.748318e-01,-3.567189e+00,4.712164e-01,-4.098579e+00,1.490359e-01,-3.676810e-08
1.610000e+01,2.796300e-01,-3.608326e+00,4.889091e-01,-4.129175e+00,1.490359e-01,-3.675900e-08
1.611000e+01,2.846200e-01,-3.649780e+00,5.095996e-01,-4.162000e+00,1.490359e-01,-3.674848e-08
1.612000e+01,2.898323e-01,-3.691574e+00,5.333894e-01,-4.197206e+00,1.490359e-01,-3.673644e-08
1.613000e+01,2.952985e-01,-3.733733e+00,5.603893e-01,-4.234966e+00,1.490359e-01,-3.672256e-08
1.614000e+01,3.010512e-01,-3.776283e+00,5.907216e-01,-4.275481e+00,1.490359e-01,-3.670655e-08
1.615000e+01,3.071245e-01,-3.819252e+00,6.245225e-01,-4.318981e+00,1.490359e-01,-3.668798e-08
1.616000e+01,3.135537e-01,-3.862673e+00,6.619449e-01,-4.365725e+00,1.490359e-01,-3.666637e-08
1.617000e+01,3.203760e-01,-3.906579e+00,7.031618e-01,-4.416010e+00,1.490359e-01,-3.664110e-08
1.618000e+01,3.276303e-01,-3.951006e+00,7.483699e-01,-4.470173e+00,1.490359e-01,-3.661156e-08
1.619000e+01,3.353575e-01,-3.995996e+00,7.977940e-01,-4.528598e+00,1.490359e-01,-3.657695e-08
1.620000e+01,3.436011e-01,-4.041594e+00,8.516922e-01,-4.591726e+00,1.490359e-01,-3.653603e-08
1.621000e+01,3.524072e-01,-4.087848e+00,9.103623e-01,-4.660061e+00,1.490359e-01,-3.648761e-08
1.622000e+01,3.618254e-01,-4.134814e+00,9.741485e-01,-4.734180e+00,1.490359e-01,-3.643019e-08
1.623000e+01,3.719086e-01,-4.182553e+00,1.043450e+00,-4.814752e+00,1.490359e-01,-3.636198e-08
1.624000e+01,3.827143e-01,-4.231133e+00,1.118733e+00,-4.902548e+00,1.490359e-01,-3.628078e-08
1.625000e+01,3.943050e-01,-4.280631e+00,1.200539e+00,-4.998462e+00,1.490359e-01,-3.618452e-08
1.626000e+01,4.067489e-01,-4.331133e+00,1.289503e+00,-5.103537e+00,1.490359e-01,-3.607114e-08
1.627000e+01,4.201213e-01,-4.382737e+00,1.386366e+00,-5.218987e+00,1.490359e-01,-3.593899e-08
1.628000e+01,4.345054e-01,-4.435552e+00,1.491995e+00,-5.346232e+00,1.490359e-01,-3.578840e-08
1.629000e+01,4.499938e-01,-4.489706e+00,1.607402e+00,-5.486931e+00,1.490359e-01,-3.562383e-08
1.630000e+01,4.666899e-01,-4.545342e+00,1.733757e+00,-5.643015e+00,1.490359e-01,-3.545847e-08
1.631000e+01,4.847099e-01,-4.602625e+00,1.872403e+00,-5.816719e+00,1.490359e-01,-3.532247e-08
1.632000e+01,5.041840e-01,-4.661744e+00,2.024840e+00,-6.010589e+00,1.490359e-01,-3.527837e-08
1.633000e+01,5.252580e-01,-4.722913e+00,2.192678e+00,-6.227441e+00,1.490359e-01,-3.544561e-08
1.634000e+01,5.480942e-01,-4.786379e+00,2.377499e+00,-6.470218e+00,1.490359e-01,-3.603884e-08
1.635000e+01,5.728689e-01,-4.852413e+00,2.580553e+00,-6.741623e+00,1.490359e-01,-3.740104e-08
1.636000e+01,5.997673e-01,-4.921313e+00,2.802147e+00,-7.043353e+00,1.490359e-01,-3.996791e-08
1.637000e+01,6.289681e-01,-4.993379e+00,3.040478e+00,-7.374579e+00,1.490359e-01,-4.393555e-08
1.638000e+01,6.606136e-01,-5.068884e+00,3.289620e+00,-7.729256e+00,1.490359e-01,-4.815335e-08
1.639000e+01,6.947540e-01,-5.147993e+00,3.536471e+00,-8.091986e+00,1.490359e-01,-4.793628e-08
1.640000e+01,7.312580e-01,-5.230654e+00,3.757387e+00,-8.433328e+00,1.490359e-01,-3.429216e-08
1.641000e+01,7.696994e-01,-5.316440e+00,3.917402e+00,-8.708493e+00,1.490359e-01,-3.182881e-09
1.642000e+01,8.092709e-01,-5.404432e+00,3.977291e+00,-8.866608e+00,1.490359e-01,2.553965e-08
1.643000e+01,8.488189e-01,-5.493262e+00,3.910315e+00,-8.873202e+00,1.490359e-01,1.966157e-08
1.644000e+01,8.870562e-01,-5.581397e+00,3.718010e+00,-8.731465e+00,1.490359e-01,-1.634201e-08
1.645000e+01,9.228559e-01,-5.667526e+00,3.429065e+00,-8.480554e+00,1.490359e-01,-4.764083e-08
1.646000e+01,9.554461e-01,-5.750819e+00,3.082486e+00,-8.172648e+00,1.490359e-01,-5.871986e-08
1.647000e+01,9.844259e-01,-5.830937e+00,2.711570e+00,-7.851377e+00,1.490359e-01,-5.694627e-08
1.648000e+01,1.009670e+00,-5.907895e+00,2.337980e+00,-7.544153e+00,1.490359e-01,-5.187440e-08
1.649000e+01,1.031215e+00,-5.981912e+00,1.973152e+00,-7.264418e+00,1.490359e-01,-4.774679e-08
1.650000e+01,1.049178e+00,-6.053290e+00,1.621829e+00,-7.016608e+00,1.490359e-01,-4.530104e-08
1.651000e+01,1.063701e+00,-6.122349e+00,1.285052e+00,-6.800258e+00,1.490359e-01,-4.412862e-08
1.652000e+01,1.074925e+00,-6.189391e+00,9.620835e-01,-6.612592e+00,1.490359e-01,-4.371248e-08
1.653000e+01,1.082984e+00,-6.254685e+00,6.514919e-01,-6.449942e+00,1.490359e-01,-4.368614e-08
1.654000e+01,1.087991e+00,-6.318461e+00,3.517103e-01,-6.308448e+00,1.490359e-01,-4.383438e-08
1.655000e+01,1.090049e+00,-6.380912e+00,6.130602e-02,-6.184379e+00,1.490359e-01,-4.404223e-08
1.656000e+01,1.089245e+00,-6.442195e+00,-2.209042e-01,-6.074249e+00,1.490359e-01,-4.425214e-08
1.657000e+01,1.085655e+00,-6.502432e+00,-4.958164e-01,-5.974844e+00,1.490359e-01,-4.443763e-08
1.658000e+01,1.079351e+00,-6.561717e+00,-7.640391e-01,-5.883208e+00,1.490359e-01,-4.458797e-08
1.659000e+01,1.070396e+00,-6.620113e+00,-1.025911e+00,-5.796617e+00,1.490359e-01,-4.470006e-08
1.660000e+01,1.058853e+00,-6.677658e+00,-1.281526e+00,-5.712549e+00,1.490359e-01,-4.477489e-08
1.661000e+01,1.044786e+00,-6.734365e+00,-1.530766e+00,-5.628664e+00,1.490359e-01,-4.481522e-08
1.662000e+01,1.028260e+00,-6.790225e+00,-1.773327e+00,-5.542793e+00,1.490359e-01,-4.482476e-08
1.663000e+01,1.009344e+00,-6.845208e+00,-2.008758e+00,-5.452924e+00,1.490359e-01,-4.480840e-08
1.664000e+01,9.881106e-01,-6.899264e+00,-2.236493e+00,-5.357212e+00,1.490359e-01,-4.477133e-08
1.665000e+01,9.646415e-01,-6.952327e+00,-2.455882e+00,-5.253975e+00,1.490359e-01,-4.471927e-08
1.666000e+01,9.390231e-01,-7.004313e+00,-2.666231e+00,-5.141714e+00,1.490359e-01,-4.465858e-08
1.667000e+01,9.113494e-01,-7.055126e+00,-2.866835e+00,-5.019118e+00,1.490359e-01,-4.459536e-08
1.668000e+01,8.817212e-01,-7.104657e+00,-3.057011e+00,-4.885082e+00,1.490359e-01,-4.453579e-08
1.669000e+01,8.502460e-01,-7.152787e+00,-3.236133e+00,-4.738718e+00,1.490359e-01,-4.448564e-08
1.670000e+01,8.170372e-01,-7.199388e+00,-3.403659e+00,-4.579362e+00,1.490359e-01,-4.444936e-08
1.671000e+01,7.822129e-01,-7.244329e+00,-3.559160e+00,-4.406584e+00,1.490359e-01,-4.443048e-08
1.672000e+01,7.458951e-01,-7.287475e+00,-3.702339e+00,-4.220189e+00,1.490359e-01,-4.443188e-08
1.673000e+01,7.082077e-01,-7.328688e+00,-3.833053e+00,-4.020210e+00,1.490359e-01,-4.445400e-08
1.674000e+01,6.692755e-01,-7.367834e+00,-3.951323e+00,-3.806900e+00,1.490359e-01,-4.449622e-08
1.675000e+01,6.292221e-01,-7.404783e+00,-4.057339e+00,-3.580715e+00,1.490359e-01,-4.455672e-08
1.676000e+01,5.881684e-01,-7.439408e+00,-4.151467e+00,-3.342294e+00,1.490359e-01,-4.463207e-08
1.677000e+01,5.462306e-01,-7.471591e+00,-4.234240e+00,-3.092429e+00,1.490359e-01,-4.471834e-08
1.678000e+01,5.035191e-01,-7.501221e+00,-4.306356e+00,-2.832034e+00,1.490359e-01,-4.480990e-08
1.679000e+01,4.601362e-01,-7.528200e+00,-4.368660e+00,-2.562110e+00,1.490359e-01,-4.490209e-08
1.680000e+01,4.161753e-01,-7.552435e+00,-4.422135e+00,-2.283706e+00,1.490359e-01,-4.498914e-08
1.681000e+01,3.717193e-01,-7.573849e+00,-4.467885e+00,-1.997879e+00,1.490359e-01,-4.506607e-08
1.682000e+01,3.268394e-01,-7.592372e+00,-4.507115e+00,-1.705653e+00,1.490359e-01,-4.512821e-08
1.683000e+01,2.815944e-01,-7.607944e+00,-4.541114e+00,-1.407983e+00,1.490359e-01,-4.517207e-08
1.684000e+01,2.360300e-01,-7.620516e+00,-4.571243e+00,-1.105711e+00,1.490359e-01,-4.519467e-08
1.685000e+01,1.901777e-01,-7.630045e+00,-4.598920e+00,-7.995336e-01,1.490359e-01,-4.519410e-08
1.686000e+01,1.440549e-01,-7.636495e+00,-4.625609e+00,-4.899709e-01,1.490359e-01,-4.516955e-08
1.687000e+01,9.766384e-02,-7.639834e+00,-4.652815e+00,-1.773325e-01,1.490359e-01,-4.512151e-08
1.688000e+01,5.099172e-02,-7.640032e+00,-4.682083e+00,1.383068e-01,1.490359e-01,-4.505169e-08
1.689000e+01,4.010029e-03,-7.637058e+00,-4.714999e+00,4.571320e-01,1.490359e-01,-4.496366e-08
1.690000e+01,-4.332587e-02,-7.630877e+00,-4.753202e+00,7.796070e-01,1.490359e-01,-4.486378e-08
1.691000e+01,-9.107727e-02,-7.621451e+00,-4.798386e+00,1.106491e+00,1.490359e-01,-4.476366e-08
1.692000e+01,-1.393227e-01,-7.608729e+00,-4.852316e+00,1.438845e+00,1.490359e-01,-4.468361e-08
1.693000e+01,-1.881589e-01,-7.592651e+00,-4.916827e+00,1.778023e+00,1.490359e-01,-4.466004e-08
1.694000e+01,-2.377008e-01,-7.573141e+00,-4.993809e+00,2.125636e+00,1.490359e-01,-4.475613e-08
1.695000e+01,-2.880829e-01,-7.550104e+00,-5.085154e+00,2.483451e+00,1.490359e-01,-4.507789e-08
1.696000e+01,-3.394577e-01,-7.523432e+00,-5.192628e+00,2.853193e+00,1.490359e-01,-4.579305e-08
1.697000e+01,-3.919939e-01,-7.492996e+00,-5.317595e+00,3.236134e+00,1.490359e-01,-4.712946e-08
1.698000e+01,-4.458696e-01,-7.458665e+00,-5.460497e+00,3.632335e+00,1.490359e-01,-4.929745e-08
1.699000e+01,-5.012592e-01,-7.420313e+00,-5.619911e+00,4.039311e+00,1.490359e-01,-5.217605e-08
1.700000e+01,-5.583074e-01,-7.377866e+00,-5.791005e+00,4.449865e+00,1.490359e-01,-5.451482e-08
1.701000e+01,-6.170845e-01,-7.331353e+00,-5.963375e+00,4.849052e+00,1.490359e-01,-5.271679e-08
1.702000e+01,-6.775196e-01,-7.281007e+00,-6.118861e+00,5.211186e+00,1.490359e-01,-4.103719e-08
1.703000e+01,-7.393189e-01,-7.227374e+00,-6.231375e+00,5.499689e+00,1.490359e-01,-1.771245e-08
1.704000e+01,-8.019064e-01,-7.171394e+00,-6.271955e+00,5.674329e+00,1.490359e-01,4.577616e-09
1.705000e+01,-8.644473e-01,-7.114363e+00,-6.220040e+00,5.707176e+00,1.490359e-01,5.048631e-09
1.706000e+01,-9.259929e-01,-7.057726e+00,-6.074596e+00,5.598249e+00,1.490359e-01,-1.719519e-08
1.707000e+01,-9.856909e-01,-7.002776e+00,-5.854976e+00,5.376571e+00,1.490359e-01,-4.114951e-08
1.708000e+01,-1.042943e+00,-6.950427e+00,-5.590484e+00,5.085271e+00,1.490359e-01,-5.264909e-08
1.709000e+01,-1.097443e+00,-6.901167e+00,-5.308342e+00,4.764458e+00,1.490359e-01,-5.345124e-08
1.710000e+01,-1.149116e+00,-6.855139e+00,-5.027683e+00,4.442668e+00,1.490359e-01,-5.007326e-08
1.711000e+01,-1.198038e+00,-6.812261e+00,-4.759370e+00,4.136572e+00,1.490359e-01,-4.652357e-08
1.712000e+01,-1.244361e+00,-6.772328e+00,-4.508264e+00,3.854174e+00,1.490359e-01,-4.405269e-08
1.713000e+01,-1.288265e+00,-6.735089e+00,-4.275599e+00,3.598189e+00,1.490359e-01,-4.264653e-08
1.714000e+01,-1.329932e+00,-6.700277e+00,-4.060692e+00,3.368478e+00,1.490359e-01,-4.197334e-08
1.715000e+01,-1.369533e+00,-6.667637e+00,-3.861985e+00,3.163544e+00,1.490359e-01,-4.173154e-08
1.716000e+01,-1.407220e+00,-6.636930e+00,-3.677618e+00,2.981365e+00,1.490359e-01,-4.171751e-08
1.717000e+01,-1.443127e+00,-6.607941e+00,-3.505718e+00,2.819818e+00,1.490359e-01,-4.181114e-08
1.718000e+01,-1.477370e+00,-6.580472e+00,-3.344536e+00,2.676891e+00,1.490359e-01,-4.194633e-08
1.719000e+01,-1.510048e+00,-6.554347e+00,-3.192496e+00,2.550758e+00,1.490359e-01,-4.208936e-08
1.720000e+01,-1.541246e+00,-6.529406e+00,-3.048207e+00,2.439809e+00,1.490359e-01,-4.222443e-08
1.721000e+01,-1.571034e+00,-6.505505e+00,-2.910451e+00,2.342640e+00,1.490359e-01,-4.234478e-08
1.722000e+01,-1.599473e+00,-6.482511e+00,-2.778168e+00,2.258032e+00,1.490359e-01,-4.244883e-08
1.723000e+01,-1.626612e+00,-6.460306e+00,-2.650435e+00,2.184932e+00,1.490359e-01,-4.253720e-08
1.724000e+01,-1.652494e+00,-6.438777e+00,-2.526447e+00,2.122424e+00,1.490359e-01,-4.261151e-08
1.725000e+01,-1.677152e+00,-6.417825e+00,-2.405502e+00,2.069711e+00,1.490359e-01,-4.267358e-08
1.726000e+01,-1.700612e+00,-6.397353e+00,-2.286985e+00,2.026093e+00,1.490359e-01,-4.272517e-08
1.727000e+01,-1.722898e+00,-6.377274e+00,-2.170353e+00,1.990952e+00,1.490359e-01,-4.276806e-08
1.728000e+01,-1.744024e+00,-6.357507e+00,-2.055131e+00,1.963736e+00,1.490359e-01,-4.280353e-08
1.729000e+01,-1.764003e+00,-6.337975e+00,-1.940896e+00,1.943949e+00,1.490359e-01,-4.283291e-08
1.730000e+01,-1.782844e+00,-6.318605e+00,-1.827276e+00,1.931137e+00,1.490359e-01,-4.285718e-08
1.731000e+01,-1.800550e+00,-6.299330e+00,-1.713937e+00,1.924884e+00,1.490359e-01,-4.287727e-08
1.732000e+01,-1.817123e+00,-6.280087e+00,-1.600588e+00,1.924798e+00,1.490359e-01,-4.289396e-08
1.733000e+01,-1.832561e+00,-6.260815e+00,-1.486967e+00,1.930510e+00,1.490359e-01,-4.290784e-08
1.734000e+01,-1.846860e+00,-6.241459e+00,-1.372845e+00,1.941667e+00,1.490359e-01,-4.291938e-08
1.735000e+01,-1.860015e+00,-6.221965e+00,-1.258019e+00,1.957926e+00,1.490359e-01,-4.292903e-08
1.736000e+01,-1.872018e+00,-6.202284e+00,-1.142316e+00,1.978948e+00,1.490359e-01,-4.293719e-08
1.737000e+01,-1.882858e+00,-6.182371e+00,-1.025584e+00,2.004399e+00,1.490359e-01,-4.294415e-08
1.738000e+01,-1.892526e+00,-6.162183e+00,-9.076975e-01,2.033945e+00,1.490359e-01,-4.295023e-08
1.739000e+01,-1.901008e+00,-6.141680e+00,-7.885536e-01,2.067246e+00,1.490359e-01,-4.295558e-08
1.740000e+01,-1.908292e+00,-6.120826e+00,-6.680727e-01,2.103959e+00,1.490359e-01,-4.296053e-08
1.741000e+01,-1.914365e+00,-6.099590e+00,-5.461982e-01,2.143731e+00,1.490359e-01,-4.296505e-08
1.742000e+01,-1.919211e+00,-6.077943e+00,-4.228966e-01,2.186201e+00,1.490359e-01,-4.296935e-08
1.743000e+01,-1.922818e+00,-6.055858e+00,-2.981573e-01,2.230997e+00,1.490359e-01,-4.297354e-08
1.744000e+01,-1.925170e+00,-6.033316e+00,-1.719931e-01,2.277734e+00,1.490359e-01,-4.297772e-08
1.745000e+01,-1.926253e+00,-6.010299e+00,-4.443983e-02,2.326016e+00,1.490359e-01,-4.298186e-08
1.746000e+01,-1.926054e+00,-5.986792e+00,8.444311e-02,2.375434e+00,1.490359e-01,-4.298598e-08
1.747000e+01,-1.924560e+00,-5.962788e+00,2.145732e-01,2.425566e+00,1.490359e-01,-4.299016e-08
1.748000e+01,-1.921759e+00,-5.938280e+00,3.458451e-01,2.475978e+00,1.490359e-01,-4.299432e-08
1.749000e+01,-1.917640e+00,-5.913269e+00,4.781307e-01,2.526227e+00,1.490359e-01,-4.299853e-08
1.750000e+01,-1.912193e+00,-5.887757e+00,6.112803e-01,2.575856e+00,1.490359e-01,-4.300267e-08
1.751000e+01,-1.905412e+00,-5.861755e+00,7.451233e-01,2.624403e+00,1.490359e-01,-4.300678e-08
1.752000e+01,-1.897289e+00,-5.835275e+00,8.794692e-01,2.671397e+00,1.490359e-01,-4.301080e-08
1.753000e+01,-1.887822e+00,-5.808334e+00,1.014109e+00,2.716365e+00,1.490359e-01,-4.301468e-08
1.754000e+01,-1.877007e+00,-5.780956e+00,1.148818e+00,2.758828e+00,1.490359e-01,-4.301840e-08
1.755000e+01,-1.864846e+00,-5.753167e+00,1.283354e+00,2.798310e+00,1.490359e-01,-4.302203e-08
1.756000e+01,-1.851341e+00,-5.725001e+00,1.417463e+00,2.834334e+00,1.490359e-01,-4.302552e-08
1.757000e+01,-1.836499e+00,-5.696494e+00,1.550881e+00,2.866430e+00,1.490359e-01,-4.302873e-08
1.758000e+01,-1.820327e+00,-5.667687e+00,1.683332e+00,2.894132e+00,1.490359e-01,-4.303170e-08
1.759000e+01,-1.802836e+00,-5.638627e+00,1.814533e+00,2.916983e+00,1.490359e-01,-4.303442e-08
1.760000e+01,-1.784041e+00,-5.609365e+00,1.944196e+00,2.934536e+00,1.490359e-01,-4.303685e-08
1.761000e+01,-1.763959e+00,-5.579956e+00,2.072028e+00,2.946353e+00,1.490359e-01,-4.303888e-08
