scheme,r,t,x,u,u_exact
crank_nicolson,5.0,0.5,0.220000,0.004591,0.004584
crank_nicolson,5.0,0.5,0.240000,0.004930,0.004923
crank_nicolson,5.0,0.5,0.260000,0.005250,0.005243
crank_nicolson,5.0,0.5,0.280000,0.005550,0.005541
crank_nicolson,5.0,0.5,0.300000,0.005827,0.005818
crank_nicolson,5.0,0.5,0.320000,0.006081,0.006072
crank_nicolson,5.0,0.5,0.340000,0.006312,0.006302
crank_nicolson,5.0,0.5,0.360000,0.006517,0.006507
crank_nicolson,5.0,0.5,0.380000,0.006697,0.006687
crank_nicolson,5.0,0.5,0.400000,0.006850,0.006840
crank_nicolson,5.0,0.5,0.420000,0.006976,0.006966
crank_nicolson,5.0,0.5,0.440000,0.007075,0.007064
crank_nicolson,5.0,0.5,0.460000,0.007146,0.007135
crank_nicolson,5.0,0.5,0.480000,0.007188,0.007178
crank_nicolson,5.0,0.5,0.500000,0.007202,0.007192
crank_nicolson,5.0,0.5,0.520000,0.007188,0.007178
crank_nicolson,5.0,0.5,0.540000,0.007146,0.007135
crank_nicolson,5.0,0.5,0.560000,0.007075,0.007064
crank_nicolson,5.0,0.5,0.580000,0.006976,0.006966
crank_nicolson,5.0,0.5,0.600000,0.006850,0.006840
crank_nicolson,5.0,0.5,0.620000,0.006697,0.006687
crank_nicolson,5.0,0.5,0.640000,0.006517,0.006507
crank_nicolson,5.0,0.5,0.660000,0.006312,0.006302
crank_nicolson,5.0,0.5,0.680000,0.006081,0.006072
crank_nicolson,5.0,0.5,0.700000,0.005827,0.005818
crank_nicolson,5.0,0.5,0.720000,0.005550,0.005541
crank_nicolson,5.0,0.5,0.740000,0.005250,0.005243
crank_nicolson,5.0,0.5,0.760000,0.004930,0.004923
crank_nicolson,5.0,0.5,0.780000,0.004591,0.004584
crank_nicolson,5.0,0.5,0.800000,0.004233,0.004227
crank_nicolson,5.0,0.5,0.820000,0.003859,0.003854
crank_nicolson,5.0,0.5,0.840000,0.003470,0.003465
crank_nicolson,5.0,0.5,0.860000,0.003067,0.003062
crank_nicolson,5.0,0.5,0.880000,0.002651,0.002648
crank_nicolson,5.0,0.5,0.900000,0.002226,0.002222
crank_nicolson,5.0,0.5,0.920000,0.001791,0.001789
crank_nicolson,5.0,0.5,0.940000,0.001350,0.001348
crank_nicolson,5.0,0.5,0.960000,0.000903,0.000901
crank_nicolson,5.0,0.5,0.980000,0.000452,0.000452
crank_nicolson,5.0,0.5,1.000000,0.000000,0.000000
crank_nicolson,26.0,0.0,0.000000,0.000000,0.000000
crank_nicolson,26.0,0.0,0.020000,0.062791,0.062791
crank_nicolson,26.0,0.0,0.040000,0.125333,0.125333
crank_nicolson,26.0,0.0,0.060000,0.187381,0.187381
crank_nicolson,26.0,0.0,0.080000,0.248690,0.248690
crank_nicolson,26.0,0.0,0.100000,0.309017,0.309017
crank_nicolson,26.0,0.0,0.120000,0.368125,0.368125
crank_nicolson,26.0,0.0,0.140000,0.425779,0.425779
crank_nicolson,26.0,0.0,0.160000,0.481754,0.481754
crank_nicolson,26.0,0.0,0.180000,0.535827,0.535827
crank_nicolson,26.0,0.0,0.200000,0.587785,0.587785
crank_nicolson,26.0,0.0,0.220000,0.637424,0.637424
crank_nicolson,26.0,0.0,0.240000,0.684547,0.684547
crank_nicolson,26.0,0.0,0.260000,0.728969,0.728969
crank_nicolson,26.0,0.0,0.280000,0.770513,0.770513
crank_nicolson,26.0,0.0,0.300000,0.809017,0.809017
crank_nicolson,26.0,0.0,0.320000,0.844328,0.844328
crank_nicolson,26.0,0.0,0.340000,0.876307,0.876307
crank_nicolson,26.0,0.0,0.360000,0.904827,0.904827
crank_nicolson,26.0,0.0,0.380000,0.929776,0.929776
crank_nicolson,26.0,0.0,0.400000,0.951057,0.951057
crank_nicolson,26.0,0.0,0.420000,0.968583,0.968583
crank_nicolson,26.0,0.0,0.440000,0.982287,0.982287
crank_nicolson,26.0,0.0,0.460000,0.992115,0.992115
crank_nicolson,26.0,0.0,0.480000,0.998027,0.998027
crank_nicolson,26.0,0.0,0.500000,1.000000,1.000000
crank_nicolson,26.0,0.0,0.520000,0.998027,0.998027
crank_nicolson,26.0,0.0,0.540000,0.992115,0.992115
crank_nicolson,26.0,0.0,0.560000,0.982287,0.982287
crank_nicolson,26.0,0.0,0.580000,0.968583,0.968583
crank_nicolson,26.0,0.0,0.600000,0.951057,0.951057
crank_nicolson,26.0,0.0,0.620000,0.929776,0.929776
crank_nicolson,26.0,0.0,0.640000,0.904827,0.904827
crank_nicolson,26.0,0.0,0.660000,0.876307,0.876307
crank_nicolson,26.0,0.0,0.680000,0.844328,0.844328
crank_nicolson,26.0,0.0,0.700000,0.809017,0.809017
crank_nicolson,26.0,0.0,0.720000,0.770513,0.770513
crank_nicolson,26.0,0.0,0.740000,0.728969,0.728969
crank_nicolson,26.0,0.0,0.760000,0.684547,0.684547
crank_nicolson,26.0,0.0,0.780000,0.637424,0.637424
crank_nicolson,26.0,0.0,0.800000,0.587785,0.587785
crank_nicolson,26.0,0.0,0.820000,0.535827,0.535827
crank_nicolson,26.0,0.0,0.840000,0.481754,0.481754
crank_nicolson,26.0,0.0,0.860000,0.425779,0.425779
crank_nicolson,26.0,0.0,0.880000,0.368125,0.368125
crank_nicolson,26.0,0.0,0.900000,0.309017,0.309017
crank_nicolson,26.0,0.0,0.920000,0.248690,0.248690
crank_nicolson,26.0,0.0,0.940000,0.187381,0.187381
crank_nicolson,26.0,0.0,0.960000,0.125333,0.125333
crank_nicolson,26.0,0.0,0.980000,0.062791,0.062791
crank_nicolson,26.0,0.0,1.000000,0.000000,0.000000
crank_nicolson,26.0,0.125,0.000000,0.000000,0.000000
crank_nicolson,26.0,0.125,0.020000,0.018309,0.018285
crank_nicolson,26.0,0.125,0.040000,0.036546,0.036499
crank_nicolson,26.0,0.125,0.060000,0.054639,0.054568
crank_nicolson,26.0,0.125,0.080000,0.072516,0.072422
crank_nicolson,26.0,0.125,0.100000,0.090107,0.089990
crank_nicolson,26.0,0.125,0.120000,0.107342,0.107203
crank_nicolson,26.0,0.125,0.140000,0.124153,0.123992
crank_nicolson,26.0,0.125,0.160000,0.140475,0.140293
crank_nicolson,26.0,0.125,0.180000,0.156242,0.156040
crank_nicolson,26.0,0.125,0.200000,0.171393,0.171171
crank_nicolson,26.0,0.125,0.220000,0.185867,0.185626
crank_nicolson,26.0,0.125,0.240000,0.199608,0.199349
crank_nicolson,26.0,0.125,0.260000,0.212561,0.212285
crank_nicolson,26.0,0.125,0.280000,0.224675,0.224383
crank_nicolson,26.0,0.125,0.300000,0.235902,0.235596
crank_nicolson,26.0,0.125,0.320000,0.246198,0.245879
crank_nicolson,26.0,0.125,0.340000,0.255523,0.255192
crank_nicolson,26.0,0.125,0.360000,0.263839,0.263497
crank_nicolson,26.0,0.125,0.380000,0.271114,0.270763
crank_nicolson,26.0,0.125,0.400000,0.277319,0.276960
crank_nicolson,26.0,0.125,0.420000,0.282430,0.282064
crank_nicolson,26.0,0.125,0.440000,0.286426,0.286055
crank_nicolson,26.0,0.125,0.460000,0.289292,0.288917
crank_nicolson,26.0,0.125,0.480000,0.291015,0.290638
crank_nicolson,26.0,0.125,0.500000,0.291591,0.291213
crank_nicolson,26.0,0.125,0.520000,0.291015,0.290638
crank_nicolson,26.0,0.125,0.540000,0.289292,0.288917
crank_nicolson,26.0,0.125,0.560000,0.286426,0.286055
crank_nicolson,26.0,0.125,0.580000,0.282430,0.282064
crank_nicolson,26.0,0.125,0.600000,0.277319,0.276960
crank_nicolson,26.0,0.125,0.620000,0.271114,0.270763
crank_nicolson,26.0,0.125,0.640000,0.263839,0.263497
crank_nicolson,26.0,0.125,0.660000,0.255523,0.255192
crank_nicolson,26.0,0.125,0.680000,0.246198,0.245879
crank_nicolson,26.0,0.125,0.700000,0.235902,0.235596
crank_nicolson,26.0,0.125,0.720000,0.224675,0.224383
crank_nicolson,26.0,0.125,0.740000,0.212561,0.212285
crank_nicolson,26.0,0.125,0.760000,0.199608,0.199349
crank_nicolson,26.0,0.125,0.780000,0.185867,0.185626
crank_nicolson,26.0,0.125,0.800000,0.171393,0.171171
crank_nicolson,26.0,0.125,0.820000,0.156242,0.156040
crank_nicolson,26.0,0.125,0.840000,0.140475,0.140293
crank_nicolson,26.0,0.125,0.860000,0.124153,0.123992
crank_nicolson,26.0,0.125,0.880000,0.107342,0.107203
crank_nicolson,26.0,0.125,0.900000,0.090107,0.089990
crank_nicolson,26.0,0.125,0.920000,0.072516,0.072422
crank_nicolson,26.0,0.125,0.940000,0.054639,0.054568
crank_nicolson,26.0,0.125,0.960000,0.036546,0.036499
crank_nicolson,26.0,0.125,0.980000,0.018309,0.018285
crank_nicolson,26.0,0.125,1.000000,0.000000,0.000000
crank_nicolson,26.0,0.25,0.000000,0.000000,0.000000
crank_nicolson,26.0,0.25,0.020000,0.005339,0.005325
crank_nicolson,26.0,0.25,0.040000,0.010656,0.010629
crank_nicolson,26.0,0.25,0.060000,0.015932,0.015891
crank_nicolson,26.0,0.25,0.080000,0.021145,0.021090
crank_nicolson,26.0,0.25,0.100000,0.026274,0.026206
crank_nicolson,26.0,0.25,0.120000,0.031300,0.031219
crank_nicolson,26.0,0.25,0.140000,0.036202,0.036108
crank_nicolson,26.0,0.25,0.160000,0.040961,0.040855
crank_nicolson,26.0,0.25,0.180000,0.045559,0.045441
crank_nicolson,26.0,0.25,0.200000,0.049977,0.049847
crank_nicolson,26.0,0.25,0.220000,0.054197,0.054057
crank_nicolson,26.0,0.25,0.240000,0.058204,0.058053
crank_nicolson,26.0,0.25,0.260000,0.061981,0.061820
crank_nicolson,26.0,0.25,0.280000,0.065513,0.065343
crank_nicolson,26.0,0.25,0.300000,0.068787,0.068609
crank_nicolson,26.0,0.25,0.320000,0.071789,0.071603
crank_nicolson,26.0,0.25,0.340000,0.074508,0.074315
crank_nicolson,26.0,0.25,0.360000,0.076933,0.076734
crank_nicolson,26.0,0.25,0.380000,0.079054,0.078850
crank_nicolson,26.0,0.25,0.400000,0.080864,0.080654
crank_nicolson,26.0,0.25,0.420000,0.082354,0.082141
crank_nicolson,26.0,0.25,0.440000,0.083519,0.083303
crank_nicolson,26.0,0.25,0.460000,0.084355,0.084136
crank_nicolson,26.0,0.25,0.480000,0.084857,0.084638
crank_nicolson,26.0,0.25,0.500000,0.085025,0.084805
crank_nicolson,26.0,0.25,0.520000,0.084857,0.084638
crank_nicolson,26.0,0.25,0.540000,0.084355,0.084136
crank_nicolson,26.0,0.25,0.560000,0.083519,0.083303
crank_nicolson,26.0,0.25,0.580000,0.082354,0.082141
crank_nicolson,26.0,0.25,0.600000,0.080864,0.080654
crank_nicolson,26.0,0.25,0.620000,0.079054,0.078850
crank_nicolson,26.0,0.25,0.640000,0.076933,0.076734
crank_nicolson,26.0,0.25,0.660000,0.074508,0.074315
crank_nicolson,26.0,0.25,0.680000,0.071789,0.071603
crank_nicolson,26.0,0.25,0.700000,0.068787,0.068609
crank_nicolson,26.0,0.25,0.720000,0.065513,0.065343
crank_nicolson,26.0,0.25,0.740000,0.061981,0.061820
crank_nicolson,26.0,0.25,0.760000,0.058204,0.058053
crank_nicolson,26.0,0.25,0.780000,0.054197,0.054057
crank_nicolson,26.0,0.25,0.800000,0.049977,0.049847
crank_nicolson,26.0,0.25,0.820000,0.045559,0.045441
crank_nicolson,26.0,0.25,0.840000,0.040961,0.040855
crank_nicolson,26.0,0.25,0.860000,0.036202,0.036108
crank_nicolson,26.0,0.25,0.880000,0.031300,0.031219
crank_nicolson,26.0,0.25,0.900000,0.026274,0.026206
crank_nicolson,26.0,0.25,0.920000,0.021145,0.021090
crank_nicolson,26.0,0.25,0.940000,0.015932,0.015891
crank_nicolson,26.0,0.25,0.960000,0.010656,0.010629
crank_nicolson,26.0,0.25,0.980000,0.005339,0.005325
crank_nicolson,26.0,0.25,1.000000,0.000000,0.000000
crank_nicolson,26.0,0.5,0.000000,0.000000,0.000000
crank_nicolson,26.0,0.5,0.020000,0.000454,0.000452
crank_nicolson,26.0,0.5,0.040000,0.000906,0.000901
crank_nicolson,26.0,0.5,0.060000,0.001355,0.001348
crank_nicolson,26.0,0.5,0.080000,0.001798,0.001789
crank_nicolson,26.0,0.5,0.100000,0.002234,0.002222
crank_nicolson,26.0,0.5,0.120000,0.002661,0.002648
crank_nicolson,26.0,0.5,0.140000,0.003078,0.003062
crank_nicolson,26.0,0.5,0.160000,0.003483,0.003465
crank_nicolson,26.0,0.5,0.180000,0.003874,0.003854
crank_nicolson,26.0,0.5,0.200000,0.004249,0.004227
crank_nicolson,26.0,0.5,0.220000,0.004608,0.004584
crank_nicolson,26.0,0.5,0.240000,0.004949,0.004923
crank_nicolson,26.0,0.5,0.260000,0.005270,0.005243
crank_nicolson,26.0,0.5,0.280000,0.005570,0.005541
crank_nicolson,26.0,0.5,0.300000,0.005849,0.005818
crank_nicolson,26.0,0.5,0.320000,0.006104,0.006072
crank_nicolson,26.0,0.5,0.340000,0.006335,0.006302
crank_nicolson,26.0,0.5,0.360000,0.006541,0.006507
crank_nicolson,26.0,0.5,0.380000,0.006722,0.006687
crank_nicolson,26.0,0.5,0.400000,0.006875,0.006840
crank_nicolson,26.0,0.5,0.420000,0.007002,0.006966
crank_nicolson,26.0,0.5,0.440000,0.007101,0.007064
crank_nicolson,26.0,0.5,0.460000,0.007172,0.007135
crank_nicolson,26.0,0.5,0.480000,0.007215,0.007178
crank_nicolson,26.0,0.5,0.500000,0.007229,0.007192
crank_nicolson,26.0,0.5,0.520000,0.007215,0.007178
crank_nicolson,26.0,0.5,0.540000,0.007172,0.007135
crank_nicolson,26.0,0.5,0.560000,0.007101,0.007064
crank_nicolson,26.0,0.5,0.580000,0.007002,0.006966
crank_nicolson,26.0,0.5,0.600000,0.006875,0.006840
crank_nicolson,26.0,0.5,0.620000,0.006722,0.006687
crank_nicolson,26.0,0.5,0.640000,0.006541,0.006507
crank_nicolson,26.0,0.5,0.660000,0.006335,0.006302
crank_nicolson,26.0,0.5,0.680000,0.006104,0.006072
crank_nicolson,26.0,0.5,0.700000,0.005849,0.005818
crank_nicolson,26.0,0.5,0.720000,0.005570,0.005541
crank_nicolson,26.0,0.5,0.740000,0.005270,0.005243
crank_nicolson,26.0,0.5,0.760000,0.004949,0.004923
crank_nicolson,26.0,0.5,0.780000,0.004608,0.004584
crank_nicolson,26.0,0.5,0.800000,0.004249,0.004227
crank_nicolson,26.0,0.5,0.820000,0.003874,0.003854
crank_nicolson,26.0,0.5,0.840000,0.003483,0.003465
crank_nicolson,26.0,0.5,0.860000,0.003078,0.003062
crank_nicolson,26.0,0.5,0.880000,0.002661,0.002648
crank_nicolson,26.0,0.5,0.900000,0.002234,0.002222
crank_nicolson,26.0,0.5,0.920000,0.001798,0.001789
crank_nicolson,26.0,0.5,0.940000,0.001355,0.001348
crank_nicolson,26.0,0.5,0.960000,0.000906,0.000901
crank_nicolson,26.0,0.5,0.980000,0.000454,0.000452
crank_nicolson,26.0,0.5,1.000000,0.000000,0.000000
